2017-12-18 10:13:22,368 p=25318 u=packetferret |   25318 1513613602.36770: starting run
2017-12-18 11:41:36,161 p=5124 u=packetferret |  PLAY RECAP *********************************************************************
2017-12-18 11:41:36,161 p=5124 u=packetferret |  leaf01_re                  : ok=3    changed=2    unreachable=0    failed=0   
2017-12-18 11:42:06,143 p=5217 u=packetferret |  persistent connection idle timeout triggered, timeout value is 30 secs
2017-12-18 11:42:06,143 p=5217 u=packetferret |  shutdown persistent connection requested
2017-12-18 11:42:06,143 p=5217 u=packetferret |  closing local listener
2017-12-18 11:42:06,143 p=5217 u=packetferret |  closing the connection
2017-12-18 11:42:06,143 p=5217 u=packetferret |  closing ssh connection to device
2017-12-18 11:42:06,143 p=5217 u=packetferret |  firing event: on_close_shell()
2017-12-18 11:42:06,143 paramiko.transport [chan 0] EOF sent (0)
2017-12-18 11:42:06,144 p=5217 u=packetferret |  cli session is now closed
2017-12-18 11:42:06,183 paramiko.transport EOF in transport thread
2017-12-18 11:42:06,207 p=5217 u=packetferret |  ssh connection has been closed successfully
2017-12-18 11:42:06,207 p=5217 u=packetferret |  removing the local control socket
2017-12-18 11:42:06,208 p=5217 u=packetferret |  shutdown complete
2017-12-18 11:42:06,208 p=5217 u=packetferret |  shutdown persistent connection requested
2017-12-18 11:42:06,208 p=5217 u=packetferret |  persistent connection is not active
2017-12-18 11:42:06,208 p=5217 u=packetferret |  shutdown local socket, connection was active for 0:00:32.893766 secs
2017-12-18 11:42:44,594 p=6108 u=packetferret |  ansible-playbook 2.4.2.0
  config file = /etc/ansible/ansible.cfg
  configured module search path = [u'/home/packetferret/.ansible/plugins/modules', u'/usr/share/ansible/plugins/modules']
  ansible python module location = /usr/lib/python2.7/site-packages/ansible
  executable location = /usr/bin/ansible-playbook
  python version = 2.7.14 (default, Nov  3 2017, 10:55:25) [GCC 7.2.1 20170915 (Red Hat 7.2.1-2)]
2017-12-18 11:42:44,594 p=6108 u=packetferret |  Using /etc/ansible/ansible.cfg as config file
2017-12-18 11:42:44,596 p=6108 u=packetferret |  setting up inventory plugins
2017-12-18 11:42:44,603 p=6108 u=packetferret |  Parsed /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/.vagrant/provisioners/ansible/inventory/vagrant_ansible_inventory inventory source with ini plugin
2017-12-18 11:42:44,736 p=6108 u=packetferret |  Loading callback plugin default of type stdout, v2.0 from /usr/lib/python2.7/site-packages/ansible/plugins/callback/__init__.pyc
2017-12-18 11:42:44,794 p=6108 u=packetferret |  PLAYBOOK: all.yml **************************************************************
2017-12-18 11:42:44,794 p=6108 u=packetferret |  8 plays in provisioning/all.yml
2017-12-18 11:42:44,815 p=6108 u=packetferret |  PLAY [### PROJECT - BUILD TEMPORARY FOLDERS TO HOST CONFIGURATIONS AS THEY'RE COMPILED ###] ***
2017-12-18 11:42:44,827 p=6108 u=packetferret |  META: ran handlers
2017-12-18 11:42:44,840 p=6108 u=packetferret |  TASK [# REMOVE ANY PREVIOUS ITERATION OF THE PROJECT'S FILES #] ****************
2017-12-18 11:42:44,840 p=6108 u=packetferret |  task path: /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/build_directories.yml:7
2017-12-18 11:42:44,994 p=6108 u=packetferret |  Using module file /usr/lib/python2.7/site-packages/ansible/modules/files/file.py
2017-12-18 11:42:45,095 p=6108 u=packetferret |  changed: [leaf01_re] => {
    "changed": true, 
    "diff": {
        "after": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "absent"
        }, 
        "before": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "directory"
        }
    }, 
    "invocation": {
        "module_args": {
            "attributes": null, 
            "backup": null, 
            "content": null, 
            "delimiter": null, 
            "diff_peek": null, 
            "directory_mode": null, 
            "follow": false, 
            "force": false, 
            "group": null, 
            "mode": null, 
            "original_basename": null, 
            "owner": null, 
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "recurse": false, 
            "regexp": null, 
            "remote_src": null, 
            "selevel": null, 
            "serole": null, 
            "setype": null, 
            "seuser": null, 
            "src": null, 
            "state": "absent", 
            "unsafe_writes": null, 
            "validate": null
        }
    }, 
    "path": "/tmp/ansible//leaf01_re/tmp", 
    "state": "absent"
}
2017-12-18 11:42:45,098 p=6108 u=packetferret |  TASK [# CREATE TEMPORARY FOLDERS #] ********************************************
2017-12-18 11:42:45,098 p=6108 u=packetferret |  task path: /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/build_directories.yml:11
2017-12-18 11:42:45,111 p=6108 u=packetferret |  Using module file /usr/lib/python2.7/site-packages/ansible/modules/files/file.py
2017-12-18 11:42:45,206 p=6108 u=packetferret |  changed: [leaf01_re] => {
    "changed": true, 
    "diff": {
        "after": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "directory"
        }, 
        "before": {
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "state": "absent"
        }
    }, 
    "gid": 1000, 
    "group": "packetferret", 
    "invocation": {
        "module_args": {
            "attributes": null, 
            "backup": null, 
            "content": null, 
            "delimiter": null, 
            "diff_peek": null, 
            "directory_mode": null, 
            "follow": false, 
            "force": false, 
            "group": null, 
            "mode": null, 
            "original_basename": null, 
            "owner": null, 
            "path": "/tmp/ansible//leaf01_re/tmp", 
            "recurse": false, 
            "regexp": null, 
            "remote_src": null, 
            "selevel": null, 
            "serole": null, 
            "setype": null, 
            "seuser": null, 
            "src": null, 
            "state": "directory", 
            "unsafe_writes": null, 
            "validate": null
        }
    }, 
    "mode": "0775", 
    "owner": "packetferret", 
    "path": "/tmp/ansible//leaf01_re/tmp", 
    "size": 40, 
    "state": "directory", 
    "uid": 1000
}
2017-12-18 11:42:45,206 p=6108 u=packetferret |  META: ran handlers
2017-12-18 11:42:45,206 p=6108 u=packetferret |  META: ran handlers
2017-12-18 11:42:45,209 p=6108 u=packetferret |  PLAY [### CUMULUS - BUILD THE CONFIGURATION PIECE-BY-PIECE ###] ****************
2017-12-18 11:42:45,209 p=6108 u=packetferret |  skipping: no hosts matched
2017-12-18 11:42:45,210 p=6108 u=packetferret |  PLAY [### CUMULUS - APPLY CONFIGURATION ###] ***********************************
2017-12-18 11:42:45,210 p=6108 u=packetferret |  skipping: no hosts matched
2017-12-18 11:42:45,211 p=6108 u=packetferret |  PLAY [### ARISTA - BUILD THE CONFIGURATION PIECE-BY-PIECE ###] *****************
2017-12-18 11:42:45,212 p=6108 u=packetferret |  skipping: no hosts matched
2017-12-18 11:42:45,212 p=6108 u=packetferret |  PLAY [### ARISTA - APPLY CONFIGURATION ###] ************************************
2017-12-18 11:42:45,213 p=6108 u=packetferret |  skipping: no hosts matched
2017-12-18 11:42:45,214 p=6108 u=packetferret |  PLAY [### JUNOS - ENABLE NETCONF ###] ******************************************
2017-12-18 11:42:45,216 p=6108 u=packetferret |  META: ran handlers
2017-12-18 11:42:45,219 p=6108 u=packetferret |  TASK [# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #] *****************
2017-12-18 11:42:45,219 p=6108 u=packetferret |  task path: /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml:7
2017-12-18 11:42:45,759 p=6193 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user root
2017-12-18 11:42:45,759 p=6193 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/893f9b3ee5
2017-12-18 11:42:45,759 p=6193 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 11:42:45,760 p=6193 u=packetferret |  using connection plugin network_cli
2017-12-18 11:42:45,783 paramiko.transport starting thread (client mode): 0xaf2d26d0L
2017-12-18 11:42:45,783 paramiko.transport Local version/idstring: SSH-2.0-paramiko_2.3.1
2017-12-18 11:42:45,796 paramiko.transport Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
2017-12-18 11:42:45,796 paramiko.transport Connected (version 2.0, client OpenSSH_6.6.1)
2017-12-18 11:42:45,797 paramiko.transport kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
2017-12-18 11:42:45,797 paramiko.transport Kex agreed: ecdh-sha2-nistp256
2017-12-18 11:42:45,797 paramiko.transport HostKey agreed: ssh-ed25519
2017-12-18 11:42:45,798 paramiko.transport Cipher agreed: aes128-ctr
2017-12-18 11:42:45,798 paramiko.transport MAC agreed: hmac-sha2-256
2017-12-18 11:42:45,798 paramiko.transport Compression agreed: none
2017-12-18 11:42:45,806 paramiko.transport kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
2017-12-18 11:42:45,807 paramiko.transport Switch to new keys ...
2017-12-18 11:42:45,815 paramiko.transport Trying discovered key dd3bb82e850406e9abffa80ac0046ed6 in /home/packetferret/.vagrant.d/insecure_private_key
2017-12-18 11:42:45,848 paramiko.transport userauth is OK
2017-12-18 11:42:45,853 paramiko.transport Authentication (publickey) successful!
2017-12-18 11:42:45,879 p=6193 u=packetferret |  ssh connection done, setting terminal
2017-12-18 11:42:45,879 paramiko.transport [chan 0] Max packet in: 32768 bytes
2017-12-18 11:42:45,880 paramiko.transport [chan 0] Max packet out: 32768 bytes
2017-12-18 11:42:45,880 paramiko.transport Secsh channel 0 opened.
2017-12-18 11:42:45,881 paramiko.transport [chan 0] Sesch channel 0 request ok
2017-12-18 11:42:45,882 paramiko.transport [chan 0] Sesch channel 0 request ok
2017-12-18 11:42:45,884 p=6193 u=packetferret |  loaded terminal plugin for network_os junos
2017-12-18 11:42:45,887 p=6193 u=packetferret |  loaded cliconf plugin for network_os junos
2017-12-18 11:42:46,916 p=6193 u=packetferret |  firing event: on_open_shell()
2017-12-18 11:42:47,240 p=6193 u=packetferret |  ssh connection has completed successfully
2017-12-18 11:42:47,240 p=6193 u=packetferret |  connection established to 127.0.0.1 in 0:00:01.480619
2017-12-18 11:42:47,240 p=6193 u=packetferret |  local socket is set to listening
2017-12-18 11:42:47,760 p=6193 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:42:47,760 p=6193 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:42:47,760 p=6193 u=packetferret |  updating play_context for connection
2017-12-18 11:42:47,760 p=6193 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:42:47,761 p=6193 u=packetferret |  socket operation is RUN
2017-12-18 11:42:47,761 p=6193 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:42:48,407 p=6205 u=packetferret |  re-using existing socket for root@127.0.0.1:2204
2017-12-18 11:42:48,408 p=6193 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:42:48,408 p=6193 u=packetferret |  socket operation is CONTEXT
2017-12-18 11:42:48,408 p=6193 u=packetferret |  updating play_context for connection
2017-12-18 11:42:48,408 p=6193 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:42:48,409 p=6193 u=packetferret |  socket operation is EXEC
2017-12-18 11:42:48,409 p=6193 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:42:48,558 p=6108 u=packetferret |  Using module file /usr/lib/python2.7/site-packages/ansible/modules/network/junos/junos_netconf.py
2017-12-18 11:42:48,674 p=6193 u=packetferret |  incoming request accepted on persistent socket
2017-12-18 11:42:48,674 p=6193 u=packetferret |  socket operation is EXEC
2017-12-18 11:42:48,681 p=6193 u=packetferret |  socket operation completed with rc 0
2017-12-18 11:42:48,693 p=6108 u=packetferret |  ok: [leaf01_re] => {
    "changed": false, 
    "commands": [], 
    "invocation": {
        "module_args": {
            "host": null, 
            "listens_on": 22, 
            "netconf_port": 22, 
            "password": null, 
            "port": null, 
            "provider": {
                "host": "127.0.0.1", 
                "password": "VALUE_SPECIFIED_IN_NO_LOG_PARAMETER", 
                "port": 2204, 
                "ssh_keyfile": null, 
                "timeout": null, 
                "transport": null, 
                "username": "root"
            }, 
            "ssh_keyfile": null, 
